"participant","condsFile","order","trial","nTrip","totalListTime","meanListTime","totalShelfTime","meanShelfTime","totalTime","totalCorrect","meanCorrect","meanCorBefInc","totalInCorrect","meanIncorrect","maxCorrect","maxIncorrect","totalClickeds","meanclickeds","meanMU","datetime","Gender","Parent_reported_age","Grade","Ethnicity","Race","screen_use_days","screen_use_hour","screen_purpose","colorblindness","screen_age_started","intervention","languages","birthday.x","birthday.y","age","date","months","days","agebin"
21,"longDelay","B",2,3,8.42705837986432,2.80901945995477,42.7022643606178,14.2340881202059,51.1293227404822,7,2.33333333333333,1.33333333333333,9,3,4,6,16,5.33333333333333,-0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/11/18",5.1,"2/2/24",63,22,"54.0-64.0"
21,"longDelay","B",3,2,16.4019674898591,8.20098374492954,45.1120343199,22.55601715995,61.5140018097591,7,3.5,1,5,2.5,6,3,12,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/11/18",5.1,"2/2/24",63,22,"54.0-64.0"
21,"longDelayClosing","B",1,1,5.20783993019722,5.20783993019722,22.1553154401481,22.1553154401481,27.3631553703453,7,7,1,3,3,7,3,10,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/11/18",5.1,"2/2/24",63,22,"54.0-64.0"
21,"oneShot3.2","B",1,1,1.65475975978188,1.65475975978188,4.75967817008495,4.75967817008495,6.41443792986684,0,0,0,2,2,0,2,2,2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/11/18",5.1,"2/2/24",63,22,"54.0-64.0"
21,"oneShot3.2","B",2,1,2.03551956010051,2.03551956010051,27.0255452101119,27.0255452101119,29.0610647702124,5,5,0,5,5,5,5,10,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/11/18",5.1,"2/2/24",63,22,"54.0-64.0"
21,"oneShot3.2","B",3,1,1.34271765989251,1.34271765989251,18.0502942099702,18.0502942099702,19.3930118698627,6,6,1,4,4,6,4,10,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/11/18",5.1,"2/2/24",63,22,"54.0-64.0"
21,"oneShotClosing","B",1,1,3.40605695964769,3.40605695964769,14.0192145402543,14.0192145402543,17.425271499902,1,1,0,9,9,1,9,10,10,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/11/18",5.1,"2/2/24",63,22,"54.0-64.0"
25,"longDelay","D",1,3,16.718143799575,5.57271459985835,35.6827260199934,11.8942420066645,52.4008698195685,7,2.33333333333333,2.33333333333333,0,0,3,0,7,2.33333333333333,2.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/31/17",6.3,"2/2/24",77,2,"74.1-83.99"
25,"longDelay","D",2,2,11.0596822199877,5.52984110999387,16.9979797797278,8.49898988986388,28.0576619997155,6,3,3,0,0,3,0,6,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/31/17",6.3,"2/2/24",77,2,"74.1-83.99"
25,"longDelay","D",3,2,14.8006401197053,7.40032005985267,18.0889133797027,9.04445668985136,32.8895534994081,6,3,3,0,0,3,0,6,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/31/17",6.3,"2/2/24",77,2,"74.1-83.99"
25,"longDelayClosing","D",1,1,10.6444663398433,10.6444663398433,26.1076250998303,26.1076250998303,36.7520914396737,5,5,0,5,5,5,5,10,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/31/17",6.3,"2/2/24",77,2,"74.1-83.99"
25,"noDelay","D",1,2,16.8137475196272,8.40687375981361,11.7117231800221,5.85586159001105,28.5254706996493,6,3,3,0,0,3,0,6,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/31/17",6.3,"2/2/24",77,2,"74.1-83.99"
25,"noDelay","D",2,3,14.424412739696,4.80813757989866,16.7907185791992,5.59690619306639,31.2151313188951,6,2,2,0,0,3,0,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/31/17",6.3,"2/2/24",77,2,"74.1-83.99"
25,"noDelay","D",3,4,28.6730833998881,7.16827084997203,65.0300490993541,16.2575122748385,93.7031324992422,9,2.25,2,3,0.75,5,2,12,3,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/31/17",6.3,"2/2/24",77,2,"74.1-83.99"
25,"noDelayClosing","D",1,1,10.9203810202889,10.9203810202889,26.0965331201442,26.0965331201442,37.0169141404331,6,6,3,4,4,6,4,10,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/31/17",6.3,"2/2/24",77,2,"74.1-83.99"
25,"oneShot3.2","D",1,1,5.95250587980263,5.95250587980263,8.3374019798357,8.3374019798357,14.2899078596383,3,3,3,0,0,3,0,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/31/17",6.3,"2/2/24",77,2,"74.1-83.99"
25,"oneShot3.2","D",2,1,6.10753048001789,6.10753048001789,13.0299002199899,13.0299002199899,19.1374307000078,3,3,2,1,1,3,1,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/31/17",6.3,"2/2/24",77,2,"74.1-83.99"
25,"oneShot3.2","D",3,1,5.68059647991322,5.68059647991322,9.99357822001912,9.99357822001912,15.6741746999323,4,4,4,0,0,4,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/31/17",6.3,"2/2/24",77,2,"74.1-83.99"
25,"oneShotClosing","D",1,1,5.96196767967194,5.96196767967194,12.9128372198902,12.9128372198902,18.8748048995622,6,6,4,4,4,6,4,10,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/31/17",6.3,"2/2/24",77,2,"74.1-83.99"
28,"longDelay","D",1,4,20.0610142303631,5.01525355759077,45.274495719932,11.318623929983,65.3355099502951,6,1.5,1.5,1,0.25,2,1,7,1.75,1.25,"2/2/2024 18:36:27","Male",6,"Kindergarten","Not Hispanic or Latino","Asian","3-4 days","0-1 hour","playing games, coloring, building legos","No","5","no","Gujarati","1/6/2018","1/6/18",6.1,"2/2/24",72,27,"64.1-74.0"
28,"longDelay","D",2,3,24.1228298500646,8.04094328335486,45.9319695206359,15.3106565068786,70.0547993707005,6,2,2,0,0,3,0,6,2,2,"2/2/2024 18:36:27","Male",6,"Kindergarten","Not Hispanic or Latino","Asian","3-4 days","0-1 hour","playing games, coloring, building legos","No","5","no","Gujarati","1/6/2018","1/6/18",6.1,"2/2/24",72,27,"64.1-74.0"
28,"longDelay","D",3,3,25.9330144498963,8.64433814996543,33.5176002504304,11.1725334168101,59.4506147003267,6,2,2,1,0.333333333333333,3,1,7,2.33333333333333,1.66666666666667,"2/2/2024 18:36:27","Male",6,"Kindergarten","Not Hispanic or Latino","Asian","3-4 days","0-1 hour","playing games, coloring, building legos","No","5","no","Gujarati","1/6/2018","1/6/18",6.1,"2/2/24",72,27,"64.1-74.0"
28,"longDelayClosing","D",1,1,6.25443329010159,6.25443329010159,44.3140847100876,44.3140847100876,50.5685180001892,5,5,4,5,5,5,5,10,10,0,"2/2/2024 18:36:27","Male",6,"Kindergarten","Not Hispanic or Latino","Asian","3-4 days","0-1 hour","playing games, coloring, building legos","No","5","no","Gujarati","1/6/2018","1/6/18",6.1,"2/2/24",72,27,"64.1-74.0"
28,"noDelay","D",1,3,23.2592593303416,7.7530864434472,62.0489226204809,20.682974206827,85.3081819508225,8,2.66666666666667,2.66666666666667,0,0,3,0,8,2.66666666666667,2.66666666666667,"2/2/2024 18:36:27","Male",6,"Kindergarten","Not Hispanic or Latino","Asian","3-4 days","0-1 hour","playing games, coloring, building legos","No","5","no","Gujarati","1/6/2018","1/6/18",6.1,"2/2/24",72,27,"64.1-74.0"
28,"noDelay","D",2,3,26.2743041506037,8.75810138353457,66.4844390107319,22.161479670244,92.7587431613356,8,2.66666666666667,2.66666666666667,1,0.333333333333333,3,1,9,3,2.33333333333333,"2/2/2024 18:36:27","Male",6,"Kindergarten","Not Hispanic or Latino","Asian","3-4 days","0-1 hour","playing games, coloring, building legos","No","5","no","Gujarati","1/6/2018","1/6/18",6.1,"2/2/24",72,27,"64.1-74.0"
28,"noDelayClosing","D",1,1,17.3497155699879,17.3497155699879,41.4534013899975,41.4534013899975,58.8031169599853,7,7,2,3,3,7,3,10,10,4,"2/2/2024 18:36:27","Male",6,"Kindergarten","Not Hispanic or Latino","Asian","3-4 days","0-1 hour","playing games, coloring, building legos","No","5","no","Gujarati","1/6/2018","1/6/18",6.1,"2/2/24",72,27,"64.1-74.0"
28,"oneShot3.2","D",1,1,4.9272001797799,4.9272001797799,41.2860006103292,41.2860006103292,46.2132007901091,8,8,6,2,2,8,2,10,10,6,"2/2/2024 18:36:27","Male",6,"Kindergarten","Not Hispanic or Latino","Asian","3-4 days","0-1 hour","playing games, coloring, building legos","No","5","no","Gujarati","1/6/2018","1/6/18",6.1,"2/2/24",72,27,"64.1-74.0"
28,"oneShot3.2","D",2,1,4.61461818008684,4.61461818008684,37.0523951901123,37.0523951901123,41.6670133701991,6,6,3,4,4,6,4,10,10,2,"2/2/2024 18:36:27","Male",6,"Kindergarten","Not Hispanic or Latino","Asian","3-4 days","0-1 hour","playing games, coloring, building legos","No","5","no","Gujarati","1/6/2018","1/6/18",6.1,"2/2/24",72,27,"64.1-74.0"
28,"oneShot3.2","D",3,1,17.0542157797609,17.0542157797609,24.1272068901453,24.1272068901453,41.1814226699062,7,7,4,3,3,7,3,10,10,4,"2/2/2024 18:36:27","Male",6,"Kindergarten","Not Hispanic or Latino","Asian","3-4 days","0-1 hour","playing games, coloring, building legos","No","5","no","Gujarati","1/6/2018","1/6/18",6.1,"2/2/24",72,27,"64.1-74.0"
28,"oneShotClosing","D",1,1,5.27157988003455,5.27157988003455,18.5581049101893,18.5581049101893,23.8296847902238,7,7,5,3,3,7,3,10,10,4,"2/2/2024 18:36:27","Male",6,"Kindergarten","Not Hispanic or Latino","Asian","3-4 days","0-1 hour","playing games, coloring, building legos","No","5","no","Gujarati","1/6/2018","1/6/18",6.1,"2/2/24",72,27,"64.1-74.0"
34,"longDelay","B",1,4,31.4144921402913,7.85362303507281,28.4957979598548,7.12394948996371,59.9102901001461,7,1.75,1.75,0,0,2,0,7,1.75,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/8/18",5.7,"2/9/24",68,1,"64.1-74.0"
34,"longDelay","B",2,2,16.7868734600488,8.3934367300244,38.1650809200946,19.0825404600473,54.9519543801434,6,3,3,0,0,3,0,6,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/8/18",5.7,"2/9/24",68,1,"64.1-74.0"
34,"longDelay","B",3,4,29.1198178404011,7.27995446010027,61.5301033600699,15.3825258400175,90.649921200471,6,1.5,1.5,2,0.5,2,1,8,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/8/18",5.7,"2/9/24",68,1,"64.1-74.0"
34,"longDelayClosing","B",1,1,11.2618494201452,11.2618494201452,48.0518039001618,48.0518039001618,59.3136533203069,6,6,3,4,4,6,4,10,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/8/18",5.7,"2/9/24",68,1,"64.1-74.0"
34,"noDelay","B",1,3,12.4482980801258,4.14943269337527,35.141710160533,11.7139033868443,47.5900082406588,7,2.33333333333333,2.33333333333333,0,0,3,0,7,2.33333333333333,2.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/8/18",5.7,"2/9/24",68,1,"64.1-74.0"
34,"noDelay","B",2,3,13.4156207197811,4.47187357326038,35.6990438601933,11.8996812867311,49.1146645799745,6,2,2,0,0,3,0,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/8/18",5.7,"2/9/24",68,1,"64.1-74.0"
34,"noDelay","B",3,3,14.1344209397212,4.71147364657372,37.0563954801764,12.3521318267255,51.1908164198976,7,2.33333333333333,2.33333333333333,0,0,3,0,7,2.33333333333333,2.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/8/18",5.7,"2/9/24",68,1,"64.1-74.0"
34,"noDelayClosing","B",1,1,21.7841227401514,21.7841227401514,66.0849100798368,66.0849100798368,87.8690328199882,8,8,5,2,2,8,2,10,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/8/18",5.7,"2/9/24",68,1,"64.1-74.0"
34,"oneShot3.2","B",1,1,5.4130824401509,5.4130824401509,13.510830659885,13.510830659885,18.9239131000359,3,3,3,0,0,3,0,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/8/18",5.7,"2/9/24",68,1,"64.1-74.0"
34,"oneShot3.2","B",2,1,3.1804168401286,3.1804168401286,15.5582068599761,15.5582068599761,18.7386237001047,3,3,3,0,0,3,0,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/8/18",5.7,"2/9/24",68,1,"64.1-74.0"
34,"oneShot3.2","B",3,1,2.90550943999551,2.90550943999551,7.30684075993486,7.30684075993486,10.2123501999304,2,2,2,1,1,2,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/8/18",5.7,"2/9/24",68,1,"64.1-74.0"
34,"oneShotClosing","B",1,1,13.9582563403528,13.9582563403528,33.6311330799945,33.6311330799945,47.5893894203473,7,7,1,3,3,7,3,10,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/8/18",5.7,"2/9/24",68,1,"64.1-74.0"
35,"longDelay","D",1,4,25.8684917199425,6.46712292998563,57.3781812197994,14.3445453049499,83.246672939742,6,1.5,1.5,0,0,3,0,6,1.5,1.5,"2/9/2024 15:15:08","Female",4,"Not in school","Hispanic or latino","Prefer not to say","1-2 days","0-1 hour","Music lessons, French lessons.","No","2","No","No","5/4/2019","5/4/19",4.7,"2/9/24",57,5,"54.0-64.0"
35,"longDelay","D",2,4,27.4434052302968,6.86085130757419,50.2199120291043,12.5549780072761,77.6633172594011,6,1.5,1.5,0,0,2,0,6,1.5,1.5,"2/9/2024 15:15:08","Female",4,"Not in school","Hispanic or latino","Prefer not to say","1-2 days","0-1 hour","Music lessons, French lessons.","No","2","No","No","5/4/2019","5/4/19",4.7,"2/9/24",57,5,"54.0-64.0"
35,"longDelay","D",3,6,30.1793661902193,5.02989436503655,67.6663924690802,11.27773207818,97.8457586592995,6,1,1,2,0.333333333333333,2,1,8,1.33333333333333,0.666666666666667,"2/9/2024 15:15:08","Female",4,"Not in school","Hispanic or latino","Prefer not to say","1-2 days","0-1 hour","Music lessons, French lessons.","No","2","No","No","5/4/2019","5/4/19",4.7,"2/9/24",57,5,"54.0-64.0"
35,"longDelayClosing","D",1,1,7.65665109013207,7.65665109013207,45.340440209955,45.340440209955,52.997091300087,6,6,3,4,4,6,4,10,10,2,"2/9/2024 15:15:08","Female",4,"Not in school","Hispanic or latino","Prefer not to say","1-2 days","0-1 hour","Music lessons, French lessons.","No","2","No","No","5/4/2019","5/4/19",4.7,"2/9/24",57,5,"54.0-64.0"
35,"noDelay","D",1,4,17.7429021494463,4.43572553736158,45.0289152392652,11.2572288098163,62.7718173887115,6,1.5,1.5,1,0.25,3,1,7,1.75,1.25,"2/9/2024 15:15:08","Female",4,"Not in school","Hispanic or latino","Prefer not to say","1-2 days","0-1 hour","Music lessons, French lessons.","No","2","No","No","5/4/2019","5/4/19",4.7,"2/9/24",57,5,"54.0-64.0"
35,"noDelay","D",2,8,40.3384332377464,5.04230415471829,64.1265106385108,8.01581382981385,104.464943876257,6,0.75,0.75,0,0,1,0,6,0.75,0.75,"2/9/2024 15:15:08","Female",4,"Not in school","Hispanic or latino","Prefer not to say","1-2 days","0-1 hour","Music lessons, French lessons.","No","2","No","No","5/4/2019","5/4/19",4.7,"2/9/24",57,5,"54.0-64.0"
35,"noDelay","D",3,5,21.3450414189138,4.26900828378275,61.0557588194497,12.2111517638899,82.4008002383634,8,1.6,1.6,0,0,3,0,8,1.6,1.6,"2/9/2024 15:15:08","Female",4,"Not in school","Hispanic or latino","Prefer not to say","1-2 days","0-1 hour","Music lessons, French lessons.","No","2","No","No","5/4/2019","5/4/19",4.7,"2/9/24",57,5,"54.0-64.0"
35,"noDelayClosing","D",1,1,4.84233757993206,4.84233757993206,24.8689420199953,24.8689420199953,29.7112795999274,6,6,0,4,4,6,4,10,10,2,"2/9/2024 15:15:08","Female",4,"Not in school","Hispanic or latino","Prefer not to say","1-2 days","0-1 hour","Music lessons, French lessons.","No","2","No","No","5/4/2019","5/4/19",4.7,"2/9/24",57,5,"54.0-64.0"
35,"oneShot3.2","D",1,1,3.57729198015295,3.57729198015295,11.0710877198726,11.0710877198726,14.6483797000255,2,2,2,0,0,2,0,2,2,2,"2/9/2024 15:15:08","Female",4,"Not in school","Hispanic or latino","Prefer not to say","1-2 days","0-1 hour","Music lessons, French lessons.","No","2","No","No","5/4/2019","5/4/19",4.7,"2/9/24",57,5,"54.0-64.0"
35,"oneShot3.2","D",2,1,4.60433818027377,4.60433818027377,21.0406156198587,21.0406156198587,25.6449538001325,4,4,4,0,0,4,0,4,4,4,"2/9/2024 15:15:08","Female",4,"Not in school","Hispanic or latino","Prefer not to say","1-2 days","0-1 hour","Music lessons, French lessons.","No","2","No","No","5/4/2019","5/4/19",4.7,"2/9/24",57,5,"54.0-64.0"
35,"oneShot3.2","D",3,1,6.50227038026787,6.50227038026787,27.5783308101818,27.5783308101818,34.0806011904497,4,4,1,1,1,4,1,5,5,3,"2/9/2024 15:15:08","Female",4,"Not in school","Hispanic or latino","Prefer not to say","1-2 days","0-1 hour","Music lessons, French lessons.","No","2","No","No","5/4/2019","5/4/19",4.7,"2/9/24",57,5,"54.0-64.0"
35,"oneShotClosing","D",1,1,7.3995000696741,7.3995000696741,32.2054769196548,32.2054769196548,39.6049769893289,5,5,2,5,5,5,5,10,10,0,"2/9/2024 15:15:08","Female",4,"Not in school","Hispanic or latino","Prefer not to say","1-2 days","0-1 hour","Music lessons, French lessons.","No","2","No","No","5/4/2019","5/4/19",4.7,"2/9/24",57,5,"54.0-64.0"
36,"longDelay","B",1,3,12.595777949784,4.19859264992798,60.8708114512265,20.2902704837422,73.4665894010104,8,2.66666666666667,2,10,3.33333333333333,3,7,18,6,-0.666666666666667,"2/16/2024 9:55:42","Male",5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","5-6 days","1-2 hours","playing games, reading books, watching videos","No","5","Yes - attention/hyperactivity ","No","9/18/2018","9/18/18",5.4,"2/16/24",64,29,"64.1-74.0"
36,"longDelay","B",2,1,5.70961857074872,5.70961857074872,29.4136991207488,29.4136991207488,35.1233176914975,7,7,4,3,3,7,3,10,10,4,"2/16/2024 9:55:42","Male",5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","5-6 days","1-2 hours","playing games, reading books, watching videos","No","5","Yes - attention/hyperactivity ","No","9/18/2018","9/18/18",5.4,"2/16/24",64,29,"64.1-74.0"
36,"longDelay","B",3,1,2.67720496933907,2.67720496933907,21.5791437202133,21.5791437202133,24.2563486895524,6,6,1,4,4,6,4,10,10,2,"2/16/2024 9:55:42","Male",5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","5-6 days","1-2 hours","playing games, reading books, watching videos","No","5","Yes - attention/hyperactivity ","No","9/18/2018","9/18/18",5.4,"2/16/24",64,29,"64.1-74.0"
36,"longDelayClosing","B",1,1,1.63123017037287,1.63123017037287,15.5671547600068,15.5671547600068,17.1983849303797,6,6,1,4,4,6,4,10,10,2,"2/16/2024 9:55:42","Male",5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","5-6 days","1-2 hours","playing games, reading books, watching videos","No","5","Yes - attention/hyperactivity ","No","9/18/2018","9/18/18",5.4,"2/16/24",64,29,"64.1-74.0"
36,"noDelay","B",1,4,15.2783194910735,3.81957987276837,27.6786917927675,6.91967294819187,42.957011283841,6,1.5,1,1,0.25,3,1,7,1.75,1.25,"2/16/2024 9:55:42","Male",5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","5-6 days","1-2 hours","playing games, reading books, watching videos","No","5","Yes - attention/hyperactivity ","No","9/18/2018","9/18/18",5.4,"2/16/24",64,29,"64.1-74.0"
36,"noDelay","B",2,4,14.8038186123595,3.70095465308987,39.4065780118108,9.85164450295269,54.2103966241702,6,1.5,1.5,0,0,2,0,6,1.5,1.5,"2/16/2024 9:55:42","Male",5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","5-6 days","1-2 hours","playing games, reading books, watching videos","No","5","Yes - attention/hyperactivity ","No","9/18/2018","9/18/18",5.4,"2/16/24",64,29,"64.1-74.0"
36,"noDelay","B",3,8,14.9804651029408,1.8725581378676,94.3783979536965,11.7972997442121,109.358863056637,6,0.75,0.625,3,0.375,2,2,9,1.125,0.375,"2/16/2024 9:55:42","Male",5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","5-6 days","1-2 hours","playing games, reading books, watching videos","No","5","Yes - attention/hyperactivity ","No","9/18/2018","9/18/18",5.4,"2/16/24",64,29,"64.1-74.0"
36,"noDelayClosing","B",1,1,2.29915614007041,2.29915614007041,21.6339993602596,21.6339993602596,23.93315550033,6,6,3,4,4,6,4,10,10,2,"2/16/2024 9:55:42","Male",5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","5-6 days","1-2 hours","playing games, reading books, watching videos","No","5","Yes - attention/hyperactivity ","No","9/18/2018","9/18/18",5.4,"2/16/24",64,29,"64.1-74.0"
36,"oneShot3.2","B",1,1,3.23573354072869,3.23573354072869,10.071178060025,10.071178060025,13.3069116007537,4,4,1,2,2,4,2,6,6,2,"2/16/2024 9:55:42","Male",5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","5-6 days","1-2 hours","playing games, reading books, watching videos","No","5","Yes - attention/hyperactivity ","No","9/18/2018","9/18/18",5.4,"2/16/24",64,29,"64.1-74.0"
36,"oneShot3.2","B",2,1,1.75317114032805,1.75317114032805,14.08296795981,14.08296795981,15.8361391001381,5,5,3,1,1,5,1,6,6,4,"2/16/2024 9:55:42","Male",5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","5-6 days","1-2 hours","playing games, reading books, watching videos","No","5","Yes - attention/hyperactivity ","No","9/18/2018","9/18/18",5.4,"2/16/24",64,29,"64.1-74.0"
36,"oneShot3.2","B",3,1,2.65712784044445,2.65712784044445,9.46692309062928,9.46692309062928,12.1240509310737,3,3,2,2,2,3,2,5,5,1,"2/16/2024 9:55:42","Male",5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","5-6 days","1-2 hours","playing games, reading books, watching videos","No","5","Yes - attention/hyperactivity ","No","9/18/2018","9/18/18",5.4,"2/16/24",64,29,"64.1-74.0"
36,"oneShotClosing","B",1,1,1.20481141004711,1.20481141004711,17.6196569604799,17.6196569604799,18.824468370527,8,8,7,2,2,8,2,10,10,6,"2/16/2024 9:55:42","Male",5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","5-6 days","1-2 hours","playing games, reading books, watching videos","No","5","Yes - attention/hyperactivity ","No","9/18/2018","9/18/18",5.4,"2/16/24",64,29,"64.1-74.0"
37,"longDelay","D",1,3,9.87781099975109,3.2926036665837,33.2489153989591,11.082971799653,43.1267263987102,6,2,2,0,0,4,0,6,2,2,"2/16/2024 11:15:08","Male",5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","none","0","my child does not use a touchscreen device","No","4","No","no","10/25/2018","10/25/18",5.3,"2/16/24",63,22,"54.0-64.0"
37,"longDelay","D",2,3,16.8573031011038,5.61910103370125,46.5354415993206,15.5118138664402,63.3927447004244,6,2,1,14,4.66666666666667,3,7,20,6.66666666666667,-2.66666666666667,"2/16/2024 11:15:08","Male",5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","none","0","my child does not use a touchscreen device","No","4","No","no","10/25/2018","10/25/18",5.3,"2/16/24",63,22,"54.0-64.0"
37,"longDelay","D",3,2,6.31127150030807,3.15563575015403,33.7780541004613,16.8890270502307,40.0893256007694,7,3.5,3.5,8,4,4,6,15,7.5,-0.5,"2/16/2024 11:15:08","Male",5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","none","0","my child does not use a touchscreen device","No","4","No","no","10/25/2018","10/25/18",5.3,"2/16/24",63,22,"54.0-64.0"
37,"longDelayClosing","D",1,1,3.73418369982392,3.73418369982392,11.8839502995834,11.8839502995834,15.6181339994073,5,5,1,5,5,5,5,10,10,0,"2/16/2024 11:15:08","Male",5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","none","0","my child does not use a touchscreen device","No","4","No","no","10/25/2018","10/25/18",5.3,"2/16/24",63,22,"54.0-64.0"
37,"noDelay","D",1,2,3.56868469994515,1.78434234997258,28.3559989989735,14.1779994994868,31.9246836989187,6,3,2,9,4.5,4,5,15,7.5,-1.5,"2/16/2024 11:15:08","Male",5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","none","0","my child does not use a touchscreen device","No","4","No","no","10/25/2018","10/25/18",5.3,"2/16/24",63,22,"54.0-64.0"
37,"noDelay","D",2,4,9.03269019862637,2.25817254965659,26.0915007991716,6.52287519979291,35.124190997798,6,1.5,1.5,0,0,3,0,6,1.5,1.5,"2/16/2024 11:15:08","Male",5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","none","0","my child does not use a touchscreen device","No","4","No","no","10/25/2018","10/25/18",5.3,"2/16/24",63,22,"54.0-64.0"
37,"noDelay","D",3,4,8.68666839925572,2.17166709981393,22.6862936001271,5.67157340003178,31.3729619993828,6,1.5,1.5,2,0.5,2,2,8,2,1,"2/16/2024 11:15:08","Male",5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","none","0","my child does not use a touchscreen device","No","4","No","no","10/25/2018","10/25/18",5.3,"2/16/24",63,22,"54.0-64.0"
37,"noDelayClosing","D",1,1,1.32889169966802,1.32889169966802,20.9186391001567,20.9186391001567,22.2475307998247,5,5,1,5,5,5,5,10,10,0,"2/16/2024 11:15:08","Male",5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","none","0","my child does not use a touchscreen device","No","4","No","no","10/25/2018","10/25/18",5.3,"2/16/24",63,22,"54.0-64.0"
37,"oneShot3.2","D",1,1,3.42143740039319,3.42143740039319,17.8450042996556,17.8450042996556,21.2664417000487,4,4,0,6,6,4,6,10,10,-2,"2/16/2024 11:15:08","Male",5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","none","0","my child does not use a touchscreen device","No","4","No","no","10/25/2018","10/25/18",5.3,"2/16/24",63,22,"54.0-64.0"
37,"oneShot3.2","D",2,1,2.00922130001709,2.00922130001709,9.09982960019261,9.09982960019261,11.1090509002097,2,2,2,2,2,2,2,4,4,0,"2/16/2024 11:15:08","Male",5,"Pre-K / preschool / nursery school","Not Hispanic or Latino","White","none","0","my child does not use a touchscreen device","No","4","No","no","10/25/2018","10/25/18",5.3,"2/16/24",63,22,"54.0-64.0"
